Ensembl_ID	Control_3D_R1	Control_3D_R2	Control_3D_R3	SP_3D_R1	SP_3D_R2	SP_3D_R3	SP_12D_R1	SP_12D_R2	SP_12D_R3
ENSG00000284686	1	0	0	0	0	2	1	1	1
ENSG00000162378	921	779	673	849	726	772	812	1009	947
ENSG00000233079	0	0	0	0	0	0	0	0	0
ENSG00000162599	1045	896	791	862	791	791	816	969	1266
ENSG00000259818	0	0	3	1	1	0	0	0	1
ENSG00000229444	1	1	2	1	0	0	1	1	0
ENSG00000240563	0	0	0	0	0	0	0	0	0
ENSG00000234318	0	2	1	0	0	1	1	0	2
ENSG00000284773	14	9	5	7	12	17	7	5	19
ENSG00000234481	0	0	0	0	0	0	0	0	0
ENSG00000117862	419	247	336	230	241	205	203	286	364
ENSG00000162551	13	8	4	46	46	38	19	26	60
ENSG00000235612	0	0	0	0	0	0	0	0	0
ENSG00000228369	11	2	5	3	2	3	0	0	1
ENSG00000183431	1637	1126	1304	948	999	1024	1007	1384	1319
ENSG00000227485	0	0	0	0	0	0	0	0	0
ENSG00000224609	6	2	4	5	9	6	7	9	19
ENSG00000235545	1	0	4	0	0	0	1	0	0
ENSG00000236646	0	1	1	0	0	0	0	2	3
ENSG00000169174	2396	1651	2248	3936	4085	4515	1850	2062	2545
ENSG00000232198	0	0	0	0	0	0	0	0	0
ENSG00000231622	0	0	0	0	0	0	0	0	0
ENSG00000238063	0	0	0	0	0	0	0	0	0
ENSG00000235804	0	0	0	0	0	0	0	0	0
ENSG00000227104	0	0	0	0	0	0	0	0	0
ENSG00000243725	72	49	42	51	45	37	54	74	66
ENSG00000116985	316	240	269	648	661	676	449	510	755
ENSG00000171872	0	0	3	0	0	1	2	1	0
ENSG00000162407	412	288	334	209	238	213	187	214	318
ENSG00000285079	0	0	0	0	0	0	0	0	0
ENSG00000169218	4	2	1	1	1	5	0	0	3
ENSG00000163877	365	223	273	264	287	252	253	293	363
ENSG00000228929	26	25	21	24	26	20	20	29	23
ENSG00000224570	0	0	0	0	0	0	1	0	0
ENSG00000224980	0	0	0	0	0	0	0	0	0
ENSG00000185031	2	1	3	0	2	0	0	0	2
ENSG00000278967	0	1	0	3	0	0	0	0	0
ENSG00000157184	384	271	333	328	318	364	318	375	456
ENSG00000272491	1	0	1	1	0	0	0	0	0
ENSG00000198815	1172	952	936	902	802	944	826	1015	1168
ENSG00000134744	776	701	591	570	539	535	515	647	832
ENSG00000162437	497	390	314	245	213	215	225	278	343
ENSG00000233910	0	0	0	0	0	0	0	0	0
ENSG00000287703	0	0	0	0	0	0	0	0	0
ENSG00000283039	0	0	1	0	0	0	0	0	0
ENSG00000229032	1	0	0	0	1	0	0	0	0
ENSG00000229294	0	0	0	2	0	0	0	0	0
ENSG00000184292	0	0	0	0	0	0	0	0	4
ENSG00000187140	102	63	61	105	103	55	49	50	93
ENSG00000226754	19	8	9	9	8	7	6	12	6
ENSG00000232993	0	0	0	0	0	0	0	0	0
ENSG00000234088	0	0	0	0	0	0	0	0	0
ENSG00000236973	0	0	0	0	0	1	0	1	1
ENSG00000227947	0	0	0	0	0	0	0	0	0
ENSG00000277397	0	0	0	0	0	0	0	0	0
ENSG00000271200	4	1	2	2	2	1	2	2	0
ENSG00000235446	0	0	0	0	0	0	0	0	0
ENSG00000261196	0	0	0	0	0	0	0	0	0
ENSG00000224209	2	1	0	0	3	2	0	2	2
ENSG00000237853	6	0	0	1	4	0	1	1	1
ENSG00000162385	524	363	437	295	312	334	270	381	365
ENSG00000231413	0	0	0	0	0	0	0	0	0
ENSG00000234264	8	8	3	1	0	2	3	3	0
ENSG00000242391	4	2	3	1	5	2	6	3	3
ENSG00000223883	0	0	0	0	0	0	0	0	0
ENSG00000284808	0	0	0	0	0	0	0	0	0
ENSG00000242267	0	0	0	0	0	2	1	0	0
ENSG00000237227	0	0	0	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0	0	0	0
ENSG00000116652	24	11	14	17	10	26	10	18	31
ENSG00000203605	0	0	0	0	0	0	0	0	0
ENSG00000123080	792	595	638	370	428	390	216	322	320
ENSG00000285778	0	0	0	0	0	0	0	0	0
ENSG00000077549	3275	2131	2751	3146	3362	3648	3022	4046	3764
ENSG00000233407	0	0	0	0	0	0	0	0	0
ENSG00000225675	9	7	2	3	1	1	1	4	2
ENSG00000237622	0	0	0	0	0	0	0	0	0
ENSG00000162598	0	0	0	0	0	0	0	0	0
ENSG00000280317	0	0	0	0	0	0	0	0	0
ENSG00000162415	304	221	281	221	203	255	119	147	317
ENSG00000162600	209	177	164	215	205	214	218	294	282
ENSG00000116704	472	432	324	257	200	263	265	392	380
ENSG00000261213	1	0	0	0	0	0	1	0	1
ENSG00000227644	0	0	0	0	0	0	0	0	0
ENSG00000157193	2068	1511	1642	1073	1031	1068	1193	1620	1368
ENSG00000116205	255	222	203	191	193	170	223	275	231
ENSG00000198841	151	103	114	89	95	90	91	114	135
ENSG00000116212	524	367	391	450	491	489	469	611	621
ENSG00000234204	0	0	0	0	0	0	0	0	0
ENSG00000224127	12	8	9	6	7	6	6	4	10
ENSG00000233099	0	0	0	0	0	0	0	0	0
ENSG00000233994	4	1	0	3	1	0	1	1	0
ENSG00000237180	0	0	0	0	0	0	0	0	0
ENSG00000213561	0	0	0	0	0	0	0	0	0
ENSG00000234496	0	0	1	1	0	0	0	1	0
ENSG00000233973	0	0	0	1	1	2	8	3	16
ENSG00000237552	0	0	0	0	0	0	0	0	0
ENSG00000132854	4	1	2	3	1	1	2	1	2
ENSG00000227556	0	0	0	0	0	0	0	0	0
ENSG00000162616	338	279	205	274	266	243	408	474	429
ENSG00000271355	0	0	0	0	0	0	0	0	0
ENSG00000162607	1031	940	741	534	552	433	557	704	561
ENSG00000233602	2	3	5	7	4	9	4	4	6
ENSG00000233271	0	0	0	0	0	0	0	0	0
ENSG00000285954	0	0	0	0	1	0	0	0	0
ENSG00000233333	0	0	0	0	0	0	0	0	0
ENSG00000154027	198	143	145	87	84	108	88	90	145
ENSG00000234108	0	0	0	0	0	0	0	0	0
ENSG00000232676	0	0	0	0	0	0	0	0	0
ENSG00000225167	0	0	0	0	0	0	0	0	0
ENSG00000132122	76	79	76	94	91	91	78	85	121
ENSG00000213579	0	0	0	1	0	0	0	0	0
ENSG00000137960	1	0	1	0	2	2	2	1	2
ENSG00000237852	0	0	0	0	0	0	0	0	0
ENSG00000116745	0	0	0	0	0	0	1	0	0
ENSG00000132855	0	2	1	0	0	1	2	1	0
ENSG00000285407	2	0	2	1	0	4	2	0	6
ENSG00000272506	0	0	0	0	0	0	0	1	0
ENSG00000172380	4626	3716	3184	2679	2497	2433	3057	3840	3715
ENSG00000286429	0	0	1	0	1	0	0	0	0
ENSG00000272855	0	0	0	0	0	0	0	0	2
ENSG00000270549	0	0	0	0	0	0	0	0	0
ENSG00000237163	0	0	0	0	0	0	0	0	0
ENSG00000229636	0	1	0	0	0	0	2	0	0
ENSG00000116675	184	121	155	158	160	174	177	223	184
ENSG00000224149	47	33	27	27	32	30	6	17	29
ENSG00000162433	222	157	151	253	267	234	306	394	357
ENSG00000213625	1573	1316	1176	1538	1428	1414	1545	1875	2316
ENSG00000227207	0	0	0	1	0	0	0	0	0
ENSG00000227016	0	0	0	0	0	0	0	0	0
ENSG00000233664	0	0	0	0	0	0	1	0	0
ENSG00000237928	0	0	0	0	0	0	0	0	0
ENSG00000158966	119	110	123	117	98	138	94	130	155
ENSG00000213703	0	0	0	0	0	0	0	0	3
ENSG00000203965	120	111	107	94	74	104	90	102	148
ENSG00000223479	0	0	0	0	0	0	0	0	0
ENSG00000233674	3	2	2	1	2	0	4	2	0
ENSG00000153898	116	94	107	103	87	105	122	145	177
ENSG00000233290	0	0	0	0	0	0	0	0	0
ENSG00000117069	0	1	0	1	1	3	2	3	4
ENSG00000229943	0	0	0	0	0	0	0	0	0
ENSG00000286918	9	5	7	3	4	8	4	7	7
ENSG00000228734	0	1	0	0	0	0	1	0	0
ENSG00000125703	179	168	136	170	199	154	187	248	262
ENSG00000285041	0	1	0	0	0	0	0	0	0
ENSG00000185839	8	4	5	9	2	3	5	4	5
ENSG00000285808	0	0	0	0	0	0	0	0	0
ENSG00000275678	0	0	0	0	0	0	0	0	0
ENSG00000229440	0	0	0	0	0	0	0	0	0
ENSG00000234144	0	0	0	0	0	0	0	0	0
ENSG00000226891	12	7	7	4	3	3	1	1	2
ENSG00000213540	1	1	0	0	1	1	0	1	0
ENSG00000277670	0	0	0	0	0	0	0	0	0
ENSG00000227466	0	0	0	2	0	1	2	1	4
ENSG00000154007	0	0	0	0	0	0	0	0	0
ENSG00000225242	0	0	0	0	0	0	0	0	0
ENSG00000230498	4	1	3	2	1	1	1	2	1
ENSG00000229554	0	0	0	0	0	0	0	0	0
ENSG00000285782	0	0	0	0	0	0	0	0	0
ENSG00000162618	2	0	0	1	0	0	0	0	0
ENSG00000224493	0	0	0	0	0	0	0	0	0
ENSG00000131233	1	0	6	2	0	3	1	1	1
ENSG00000272371	1	3	0	0	0	0	0	0	1
ENSG00000287647	5	5	4	1	0	0	0	0	4
ENSG00000229225	0	0	0	0	0	0	0	0	0
ENSG00000230863	1	0	0	0	0	0	0	1	1
ENSG00000271576	16	9	20	17	11	17	14	9	20
ENSG00000213560	0	0	1	0	0	0	0	0	0
ENSG00000287224	0	0	0	0	0	0	0	0	0
ENSG00000225598	0	0	0	0	0	0	1	0	0
ENSG00000227883	0	0	0	0	0	0	0	0	0
ENSG00000084072	831	595	712	404	426	468	418	520	552
ENSG00000286455	1	0	0	0	0	0	0	0	0
ENSG00000225087	0	0	0	0	0	1	0	0	0
ENSG00000224986	1	0	0	0	0	0	0	0	0
ENSG00000280378	2	4	3	3	3	4	1	4	3
ENSG00000016490	0	0	0	0	0	0	0	0	0
ENSG00000188786	404	274	391	363	373	382	329	445	470
ENSG00000162434	4005	3324	3435	2842	2728	3032	2480	3242	2921
ENSG00000230053	0	0	0	0	0	0	0	0	0
ENSG00000137941	152	139	146	207	188	173	169	171	293
ENSG00000273338	2	4	4	3	2	4	3	4	6
ENSG00000116717	694	557	506	532	509	469	757	891	942
ENSG00000223720	0	0	0	0	0	0	0	0	0
ENSG00000224326	0	0	0	0	0	0	0	0	0
ENSG00000235002	0	0	1	1	0	0	0	0	0
ENSG00000286548	11	2	2	5	3	2	4	7	5
ENSG00000066135	696	521	558	334	356	443	406	500	537
ENSG00000230027	0	0	0	0	0	0	0	0	0
ENSG00000233061	0	0	1	1	0	1	1	0	0
ENSG00000272094	0	0	0	0	0	0	0	0	0
ENSG00000228853	0	0	0	0	0	0	0	0	0
ENSG00000215874	0	0	0	0	0	0	0	0	0
ENSG00000232453	9	7	4	6	10	12	9	8	14
ENSG00000260386	0	0	0	0	0	0	0	0	0
ENSG00000284895	0	0	0	0	0	0	0	0	0
ENSG00000117174	851	674	683	455	500	470	437	600	522
ENSG00000237413	0	0	0	0	0	0	0	0	0
ENSG00000184313	2	0	1	0	0	1	1	0	0
ENSG00000284645	0	0	0	0	0	0	0	0	0
ENSG00000225605	0	0	0	0	0	0	0	1	1
ENSG00000225446	0	2	1	2	5	3	6	0	4
ENSG00000288543	0	0	0	0	0	0	0	0	0
ENSG00000122420	0	0	0	0	0	0	0	0	0
ENSG00000284240	0	0	0	0	0	0	0	0	0
ENSG00000236290	0	0	0	0	0	0	0	0	0
ENSG00000143013	1114	789	820	620	529	589	571	583	868
ENSG00000226084	119	83	86	91	91	50	103	85	125
ENSG00000134748	611	501	463	406	345	382	392	472	503
ENSG00000097096	92	77	75	64	66	59	68	85	77
ENSG00000142892	836	613	553	524	554	515	577	684	787
ENSG00000219102	1	3	0	0	1	0	2	0	1
ENSG00000184005	27	34	26	147	132	136	102	100	261
ENSG00000230953	23	20	20	9	9	12	7	9	17
ENSG00000287743	0	1	1	4	2	2	1	2	4
ENSG00000229332	0	0	0	0	0	0	0	0	0
ENSG00000227937	0	0	0	0	0	0	0	0	0
ENSG00000229752	1	0	0	0	1	0	0	0	0
ENSG00000237505	12	10	5	1	3	1	1	3	3
ENSG00000285462	0	0	0	0	0	0	0	0	0
ENSG00000233216	0	0	0	0	0	0	0	0	0
ENSG00000197273	0	0	0	0	1	1	0	0	0
ENSG00000226804	0	0	0	0	0	0	0	0	0
ENSG00000285325	0	0	0	0	0	0	0	0	0
ENSG00000230728	0	0	0	0	0	0	0	0	0
ENSG00000162402	1871	1526	1550	1244	1164	1326	1131	1460	1455
ENSG00000232846	1	0	0	0	0	0	0	0	0
ENSG00000219201	37	47	25	21	33	18	31	27	48
ENSG00000230787	1	2	0	0	1	0	0	0	0
ENSG00000116641	688	571	611	513	497	492	540	643	614
ENSG00000235927	20	12	15	10	9	14	7	16	18
ENSG00000223920	0	0	0	0	0	0	0	1	1
ENSG00000237453	0	0	0	0	0	0	0	0	0
ENSG00000172260	0	0	0	0	0	0	0	0	0
ENSG00000285473	0	0	0	0	0	0	0	0	0
ENSG00000237959	0	0	0	0	0	0	0	0	0
ENSG00000231364	0	0	0	0	0	0	0	0	0
ENSG00000234578	0	0	0	0	0	0	0	0	0
ENSG00000117480	31	23	24	43	33	54	21	35	60
ENSG00000137944	423	352	330	330	336	318	320	383	453
ENSG00000229505	0	0	0	0	0	0	0	0	0
ENSG00000228187	0	1	0	1	0	0	0	0	0
ENSG00000285201	2	0	0	0	0	1	0	0	0
ENSG00000182183	1	1	1	0	0	0	1	1	0
ENSG00000236407	0	0	0	0	0	0	0	0	0
ENSG00000236915	0	0	0	1	0	1	0	0	1
ENSG00000271949	0	0	0	0	0	0	0	0	0
ENSG00000227062	0	0	0	0	0	0	0	0	0
ENSG00000067334	906	724	671	662	554	565	756	1052	848
ENSG00000235011	0	0	0	0	0	0	0	0	0
ENSG00000235673	1	0	1	0	0	1	0	0	0
ENSG00000226938	0	0	0	0	0	0	0	0	0
ENSG00000213559	0	0	0	0	0	0	0	0	0
ENSG00000287587	1	0	0	1	4	1	0	1	0
ENSG00000122417	286	257	190	248	246	221	336	346	433
ENSG00000142949	7111	5355	6695	15640	15402	17711	14725	18249	19006
ENSG00000116133	4548	3310	4282	4830	5311	5848	5312	7231	6468
ENSG00000285210	1	1	1	2	2	2	1	0	4
ENSG00000232882	25	24	25	18	11	11	14	19	12
ENSG00000224466	0	0	0	0	0	0	0	0	0
ENSG00000171502	10	8	3	4	3	3	4	3	11
ENSG00000162399	0	0	0	0	0	0	0	0	0
ENSG00000231349	0	0	0	0	0	0	0	0	0
ENSG00000116157	0	0	0	0	1	0	0	0	0
ENSG00000143036	158	109	127	140	167	154	143	165	250
ENSG00000232672	0	0	0	0	0	0	0	0	0
ENSG00000230817	0	0	0	0	0	0	0	0	0
ENSG00000235613	3	2	3	0	2	1	1	3	3
ENSG00000065243	1058	984	707	790	765	644	935	1076	1072
ENSG00000226759	0	0	0	0	0	0	0	0	0
ENSG00000226960	0	0	0	0	0	0	0	0	0
ENSG00000233877	0	0	2	0	0	0	1	0	1
ENSG00000234080	1	0	1	0	0	1	0	0	0
ENSG00000237899	2	2	3	3	6	2	4	2	4
ENSG00000234784	0	0	0	0	0	0	0	0	0
ENSG00000225492	0	0	0	0	0	0	0	0	0
ENSG00000223905	0	0	0	1	0	0	0	0	0
ENSG00000227290	0	0	0	1	0	2	0	0	0
ENSG00000229486	0	0	0	0	0	0	0	0	0
ENSG00000223683	0	0	0	0	0	0	0	0	0
ENSG00000282898	0	0	0	0	0	0	0	0	0
ENSG00000285409	0	0	0	0	0	0	0	0	0
ENSG00000016602	0	0	0	0	0	0	0	0	0
ENSG00000231090	0	0	0	0	0	0	0	0	0
ENSG00000117528	1243	987	976	1138	1147	1165	1182	1541	1479
ENSG00000271723	0	0	0	0	0	0	0	0	1
ENSG00000066185	8	16	11	12	11	15	10	15	19
ENSG00000172339	233	157	197	86	106	92	69	103	114
ENSG00000036549	729	605	540	362	342	364	340	462	496
ENSG00000287724	0	0	1	1	0	1	0	0	0
ENSG00000058799	456	301	336	324	369	384	379	516	596
ENSG00000225191	0	0	0	0	1	0	1	0	0
ENSG00000287870	1	0	0	0	0	2	0	0	1
ENSG00000235563	7	5	3	0	0	0	0	1	1
ENSG00000232048	0	0	0	0	0	0	0	0	0
ENSG00000232857	0	0	1	0	0	0	0	0	0
ENSG00000273637	0	0	0	0	0	0	0	0	0
ENSG00000272145	56	48	40	32	24	27	20	25	34
ENSG00000203985	8	2	1	8	18	12	14	12	52
ENSG00000228838	9	7	1	2	3	4	3	5	3
ENSG00000283761	5	1	6	4	3	4	1	3	10
ENSG00000284716	2	2	1	2	2	1	0	2	4
ENSG00000189433	0	1	2	1	1	5	4	12	4
ENSG00000230759	0	0	0	0	0	0	0	0	0
ENSG00000231866	1	0	0	0	0	0	0	0	0
ENSG00000179178	0	0	0	0	0	0	0	0	4
ENSG00000142700	9	7	7	4	10	12	4	2	5
ENSG00000285525	0	0	0	0	0	0	0	0	0
ENSG00000236098	1	0	0	0	1	5	1	1	2
ENSG00000233514	1	0	0	1	2	0	0	2	0
ENSG00000127124	143	93	91	209	190	234	193	266	265
ENSG00000266993	39	36	25	27	30	23	25	16	49
ENSG00000153923	2	0	0	0	0	0	0	0	0
ENSG00000097033	1347	1113	961	1510	1452	1450	1457	1824	1939
ENSG00000223675	0	0	1	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	0	0	0
ENSG00000162604	357	291	266	287	301	246	293	312	422
ENSG00000229316	0	0	1	0	0	0	0	0	0
ENSG00000116171	2078	1601	1417	1250	1155	1103	1124	1549	1777
ENSG00000287406	0	0	0	1	0	0	0	0	0
ENSG00000225767	1	0	2	0	2	0	1	0	0
ENSG00000234099	0	0	1	0	1	0	0	0	0
ENSG00000137936	737	569	664	509	540	580	650	827	841
ENSG00000235308	1	2	1	1	0	1	2	0	1
ENSG00000232752	0	0	0	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0
ENSG00000143032	0	0	0	0	0	0	0	0	0
ENSG00000228971	0	0	0	0	0	0	0	0	0
ENSG00000226745	0	0	0	0	0	0	0	0	0
ENSG00000178028	589	440	522	396	442	465	322	500	529
ENSG00000280040	0	0	1	0	0	0	0	0	0
ENSG00000168710	4422	3529	3731	4101	4117	4302	3011	3884	4752
ENSG00000117519	2413	1722	1913	2325	2352	2334	2500	2983	3295
ENSG00000270507	0	0	0	0	0	0	0	0	0
ENSG00000238037	0	0	0	0	0	0	0	0	0
ENSG00000215869	3	2	2	2	1	2	1	2	1
ENSG00000134215	519	394	383	352	362	360	255	294	414
ENSG00000227935	0	0	0	0	0	0	0	0	0
ENSG00000229887	1	0	0	1	0	0	0	0	0
ENSG00000228502	37	29	36	28	36	31	31	39	38
ENSG00000236268	0	0	0	0	0	0	0	0	0
ENSG00000271277	0	0	0	0	0	0	0	0	0
ENSG00000236888	0	0	0	0	0	0	0	0	0
ENSG00000279778	0	0	0	0	0	2	0	0	0
ENSG00000232015	4	0	0	0	0	0	0	1	0
ENSG00000230955	0	0	0	0	0	0	0	0	0
ENSG00000230828	0	0	0	0	0	0	0	0	0
ENSG00000188641	354	317	282	647	660	648	539	652	1042
ENSG00000152078	949	907	588	821	847	682	889	1186	1064
ENSG00000237279	0	0	0	0	0	0	0	0	0
ENSG00000233359	0	0	0	0	0	0	0	0	0
ENSG00000237954	0	0	0	0	0	0	0	0	0
ENSG00000185668	0	0	1	5	7	4	2	1	3
ENSG00000171492	1438	1238	1255	747	731	865	872	1206	965
ENSG00000233129	0	0	0	0	0	0	0	0	0
ENSG00000170989	12	7	14	49	43	60	121	132	172
ENSG00000055732	415	321	321	253	233	261	309	388	475
ENSG00000258634	119	107	123	108	117	121	85	106	155
ENSG00000271914	0	0	0	0	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0	0	0	0
ENSG00000237897	0	0	0	0	0	0	0	0	3
ENSG00000116299	43	31	38	30	14	28	24	43	42
ENSG00000137962	1140	1010	822	1111	1021	1007	1236	1477	1344
ENSG00000227832	0	0	0	0	0	0	0	0	0
ENSG00000286692	0	0	0	0	0	0	0	0	0
ENSG00000236674	0	0	0	0	0	0	0	0	0
ENSG00000260464	5	7	11	6	5	5	1	4	4
ENSG00000237435	0	0	0	0	0	0	0	0	0
ENSG00000232825	0	0	0	0	0	0	0	0	0
ENSG00000231996	0	0	0	0	0	0	0	0	0
ENSG00000273204	2	4	3	2	3	4	1	1	2
ENSG00000079739	1561	1187	1469	1043	1113	1093	1095	1427	1393
ENSG00000117154	0	0	0	0	3	0	0	0	1
ENSG00000162377	650	486	521	416	424	405	462	624	569
ENSG00000224613	0	0	0	0	0	0	0	0	0
ENSG00000176378	0	2	0	2	0	2	0	0	3
ENSG00000116670	573	419	502	577	569	537	469	552	777
ENSG00000215871	0	0	0	0	0	0	0	0	0
ENSG00000287372	0	0	0	0	0	0	0	0	0
ENSG00000232542	1	0	0	0	0	0	0	0	1
ENSG00000231095	2	2	0	2	0	0	2	1	2
ENSG00000116774	220	160	206	121	118	134	65	70	82
ENSG00000287756	0	0	0	0	0	0	0	0	1
ENSG00000269113	7	4	10	8	11	9	7	9	21
ENSG00000284652	1	2	0	1	0	1	0	1	0
ENSG00000023909	4246	3558	2946	2010	1976	1782	2315	2783	2593
ENSG00000069702	393	321	328	911	906	1002	794	1018	1113
ENSG00000232185	0	0	0	0	0	0	0	0	0
ENSG00000230489	0	0	0	0	0	0	0	0	0
ENSG00000230721	0	1	0	1	1	2	0	0	0
ENSG00000228399	1	2	1	3	2	1	3	2	1
ENSG00000236776	0	0	0	0	0	1	0	1	0
ENSG00000285928	4	3	0	7	5	9	10	10	17
ENSG00000224685	0	0	0	0	0	0	0	0	0
ENSG00000287076	0	0	0	0	0	0	0	0	0
ENSG00000237480	0	0	0	0	0	0	0	0	0
ENSG00000271252	0	0	0	0	0	0	0	0	0
ENSG00000230427	1	0	1	1	1	0	0	1	0
ENSG00000235794	0	0	0	0	0	0	0	0	0
ENSG00000286758	0	0	0	0	0	0	0	0	0
ENSG00000237337	0	0	0	0	0	0	0	0	0
ENSG00000233983	0	0	0	0	0	0	0	0	0
ENSG00000198198	870	738	866	756	718	908	671	927	1041
ENSG00000225183	2	0	0	0	0	0	0	0	0
ENSG00000230402	0	0	0	0	0	0	0	0	0
ENSG00000116793	498	409	431	379	364	385	375	495	459
ENSG00000286899	3	0	3	1	0	1	1	1	1
ENSG00000134201	0	0	0	0	0	0	0	0	0
ENSG00000238122	0	0	0	0	0	0	0	1	0
ENSG00000260879	0	0	0	0	0	0	0	0	0
ENSG00000213366	40	38	31	78	74	80	49	49	118
ENSG00000230864	0	0	0	0	0	0	0	0	0
ENSG00000283354	0	0	0	0	0	0	0	0	0
ENSG00000232918	0	0	0	0	0	0	0	0	0
ENSG00000236360	6	6	5	2	6	1	1	8	6
ENSG00000183298	13	9	9	13	13	9	8	23	13
ENSG00000234332	3	0	1	0	0	1	0	0	0
ENSG00000117525	47	27	28	55	44	71	63	76	75
ENSG00000225079	0	0	0	0	0	0	0	0	0
ENSG00000226483	0	0	0	0	0	0	0	0	0
ENSG00000224238	0	0	1	0	0	0	0	2	0
ENSG00000229537	0	0	0	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	0	0	0	0	0
ENSG00000268993	0	0	0	0	0	0	0	0	0
ENSG00000162692	0	0	1	0	0	0	0	0	1
ENSG00000203914	0	0	1	3	2	1	2	0	0
ENSG00000227070	0	0	1	1	1	0	1	1	2
ENSG00000270457	0	0	0	0	1	0	0	0	0
ENSG00000163349	1064	920	940	935	907	1026	861	1164	1193
ENSG00000203858	0	0	0	0	0	0	0	0	0
ENSG00000134222	667	403	523	250	267	292	204	254	250
ENSG00000231987	0	0	0	0	0	0	0	0	0
ENSG00000228057	27	38	36	13	27	31	22	23	39
ENSG00000261593	0	0	0	0	0	0	0	0	0
ENSG00000224445	0	0	0	0	0	0	1	1	1
ENSG00000229842	0	0	0	0	0	0	0	0	0
ENSG00000270631	0	0	0	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	0	1	1	0	0
ENSG00000181656	0	1	0	1	0	0	0	0	1
ENSG00000122481	136	104	95	78	73	59	68	109	116
ENSG00000198162	870	753	650	892	762	799	738	881	1010
ENSG00000238198	5	6	6	11	6	9	8	6	11
ENSG00000171517	6	6	1	42	43	39	26	29	48
ENSG00000228852	20	19	17	17	11	17	17	12	21
ENSG00000203864	0	0	0	0	0	0	0	0	0
ENSG00000233482	0	0	0	0	0	0	0	0	0
ENSG00000230250	0	0	0	0	0	0	0	0	0
ENSG00000287374	2	0	0	0	2	0	2	0	2
ENSG00000232878	1	0	1	0	1	0	1	0	2
ENSG00000143079	496	390	362	491	536	568	557	738	672
ENSG00000275064	1	0	2	0	0	1	0	1	0
ENSG00000134243	3429	2622	2687	4079	4082	4353	3141	3753	4633
ENSG00000227034	0	0	0	1	0	1	0	0	0
ENSG00000232450	12	5	9	10	6	19	4	6	13
ENSG00000223575	0	1	0	0	0	1	0	0	0
ENSG00000230768	0	0	0	0	0	0	0	0	0
ENSG00000162643	24	14	17	15	18	20	52	57	55
ENSG00000235527	3	1	0	0	3	2	4	5	4
ENSG00000235202	0	0	0	0	0	0	0	1	0
ENSG00000272715	0	2	0	1	1	0	0	0	1
ENSG00000235038	0	0	0	0	0	0	0	0	0
ENSG00000143093	644	496	588	456	405	488	438	593	607
ENSG00000188761	175	138	167	169	174	197	172	246	302
ENSG00000226415	75	57	57	44	54	42	60	59	55
ENSG00000085491	1009	812	687	659	619	556	871	1183	851
ENSG00000117598	0	0	0	0	0	0	0	1	0
ENSG00000221986	1	1	1	1	0	0	0	0	0
ENSG00000173947	17	9	15	10	7	10	16	20	22
ENSG00000241361	0	0	0	1	1	0	1	3	0
ENSG00000230434	0	0	0	0	0	0	0	0	0
ENSG00000230718	0	0	0	0	0	0	0	0	2
ENSG00000134198	5	3	4	22	20	19	15	13	28
ENSG00000235595	0	0	0	0	0	0	0	0	0
ENSG00000226053	4	0	2	3	3	3	1	3	2
ENSG00000226128	0	0	0	0	0	0	0	0	1
ENSG00000198799	468	387	350	329	288	305	230	282	434
ENSG00000279513	2	2	1	0	3	0	0	0	2
ENSG00000143106	2180	1654	1870	1651	1730	1849	1899	2302	2478
ENSG00000117620	334	291	231	321	333	259	322	449	474
ENSG00000280186	0	1	1	1	0	1	0	1	0
ENSG00000280099	9	8	8	6	6	5	7	7	12
ENSG00000223906	0	0	0	0	0	0	0	0	0
ENSG00000162688	490	442	415	449	415	398	401	464	549
ENSG00000197106	45	26	31	107	97	110	109	153	125
ENSG00000259946	4	4	4	7	2	2	6	5	8
ENSG00000236137	2	2	3	0	2	1	0	5	0
ENSG00000203859	1	0	0	0	0	0	0	0	0
ENSG00000228086	0	0	0	0	0	0	0	0	1
ENSG00000213421	0	0	0	0	0	0	0	0	0
ENSG00000134242	4	0	1	3	7	8	1	3	7
ENSG00000234020	0	0	0	0	0	0	0	0	0
ENSG00000060718	472	440	389	784	707	746	294	379	620
ENSG00000236804	0	0	2	0	0	0	0	0	0
ENSG00000231072	0	1	0	1	0	0	0	0	0
ENSG00000273406	0	0	0	0	0	0	0	0	0
ENSG00000185946	191	176	151	180	125	152	142	164	255
ENSG00000162627	626	507	464	352	375	316	344	466	507
ENSG00000134262	279	214	247	236	229	260	181	256	289
ENSG00000226715	29	25	42	25	23	33	30	32	48
ENSG00000031698	2702	2016	2340	1381	1512	1592	1455	1880	1759
ENSG00000162695	763	612	526	560	481	473	647	856	803
ENSG00000226419	136	107	107	66	88	108	105	115	147
ENSG00000134184	1	0	0	0	1	1	0	0	0
ENSG00000286620	4	3	2	1	0	2	1	0	2
ENSG00000265808	726	558	541	612	581	601	695	849	933
ENSG00000162601	625	639	458	507	412	447	459	527	712
ENSG00000261290	0	0	0	0	0	0	0	0	0
